,name,12_months,6_months,3_months,1_month,date
2639,XigmaNAS,50,64,39,32,2021-06-28 10:30:17.294466
2640,SolydXK,66,44,41,38,2021-06-28 10:30:17.294466
2641,Scientific,43,51,48,43,2021-06-28 10:30:17.294466
2642,Pardus,65,58,41,38,2021-06-28 10:30:17.294466
2643,pfSense,53,62,41,34,2021-06-28 10:30:17.294466
2644,CAELinux,64,36,32,28,2021-06-28 10:30:17.294466
2645,Hyperbola,47,46,45,42,2021-06-28 10:30:17.294466
2646,BEE free,60,36,33,31,2021-06-28 10:30:17.294466
2647,Diamond,29,59,30,26,2021-06-28 10:30:17.294466
2648,ArchStrike,44,44,41,40,2021-06-28 10:30:17.294466
2649,Kwort,60,41,27,24,2021-06-28 10:30:17.294466
2650,EasyNAS,45,49,55,33,2021-06-28 10:30:17.294466
2651,LinuxConsole,47,47,45,40,2021-06-28 10:30:17.294466
2652,Trident,60,41,37,33,2021-06-28 10:30:17.294466
2653,3CX,47,47,43,38,2021-06-28 10:30:17.294466
2654,RISC,59,37,35,31,2021-06-28 10:30:17.294466
2655,Zentyal,46,58,32,29,2021-06-28 10:30:17.294466
2656,Arya,57,40,37,32,2021-06-28 10:30:17.294466
2657,Bicom,39,38,49,24,2021-06-28 10:30:17.294466
2658,GoboLinux,57,37,34,31,2021-06-28 10:30:17.294466
2659,Runtu,56,40,36,32,2021-06-28 10:30:17.294466
2660,Pinguy,44,44,42,37,2021-06-28 10:30:17.294466
2661,APODIO,53,41,37,32,2021-06-28 10:30:17.294466
2662,Solaris,48,48,45,37,2021-06-28 10:30:17.294466
2663,PrimTux,53,44,26,23,2021-06-28 10:30:17.294466
2664,Bedrock,42,42,40,36,2021-06-28 10:30:17.294466
2665,Pearl,39,39,38,35,2021-06-28 10:30:17.294466
2666,TENS,42,43,42,35,2021-06-28 10:30:17.294466
2667,Vine,38,41,45,34,2021-06-28 10:30:17.294466
2668,OSMC,46,50,26,23,2021-06-28 10:30:17.294466
2669,BigLinux,39,39,37,34,2021-06-28 10:30:17.294466
2670,batocera,51,43,39,33,2021-06-28 10:30:17.294466
2671,CAINE,41,40,39,34,2021-06-28 10:30:17.294466
2672,Exherbo,38,37,36,34,2021-06-28 10:30:17.294466
2673,Linspire,49,40,35,31,2021-06-28 10:30:17.294466
2674,KANOTIX,41,40,38,34,2021-06-28 10:30:17.294466
2675,Porteus Kiosk,49,48,31,26,2021-06-28 10:30:17.294466
2676,Exe,48,39,37,32,2021-06-28 10:30:17.294466
2677,ClonOS,39,40,38,33,2021-06-28 10:30:17.294466
2678,tuxtrans,35,46,23,20,2021-06-28 10:30:17.294466
2679,RebeccaBlackOS,34,34,33,33,2021-06-28 10:30:17.294466
2680,Ufficio Zero,37,37,36,33,2021-06-28 10:30:17.294466
2681,BSDRP,45,31,28,26,2021-06-28 10:30:17.294466
2682,blackPanther,41,39,36,33,2021-06-28 10:30:17.294466
2683,Daphile,35,36,34,32,2021-06-28 10:30:17.294466
2684,Wifislax,43,41,38,32,2021-06-28 10:30:17.294466
2685,Springdale,38,41,33,30,2021-06-28 10:30:17.294466
2686,NethServer,42,29,27,23,2021-06-28 10:30:17.294466
2687,HardenedBSD,39,38,36,30,2021-06-28 10:30:17.294466
2688,Pentoo,36,35,33,31,2021-06-28 10:30:17.294466
2689,Photon,33,34,33,31,2021-06-28 10:30:17.294466
2690,Dragora,36,37,35,30,2021-06-28 10:30:17.294466
2691,Endian,40,30,29,26,2021-06-28 10:30:17.294466
2692,SuperGamer,38,35,33,31,2021-06-28 10:30:17.294466
2693,Omarine,40,26,25,24,2021-06-28 10:30:17.294466
2694,SuperX,36,35,33,31,2021-06-28 10:30:17.294466
2695,VyOS,36,36,35,30,2021-06-28 10:30:17.294466
2696,Asianux,32,32,31,30,2021-06-28 10:30:17.294466
2697,BOSS,35,34,33,30,2021-06-28 10:30:17.294466
2698,Fatdog64,38,37,34,30,2021-06-28 10:30:17.294466
2699,Karoshi,39,27,26,23,2021-06-28 10:30:17.294466
2700,RancherOS,39,36,33,30,2021-06-28 10:30:17.294466
2701,Untangle,39,29,27,25,2021-06-28 10:30:17.294466
2702,DietPi,38,35,33,29,2021-06-28 10:30:17.294466
2703,Berry,34,34,32,29,2021-06-28 10:30:17.294466
2704,REMnux,38,25,25,23,2021-06-28 10:30:17.294466
2705,Rescatux,33,33,32,29,2021-06-28 10:30:17.294466
2706,LuninuX,33,32,31,28,2021-06-28 10:30:17.294466
2707,Source Mage,31,31,30,28,2021-06-28 10:30:17.294466
2708,UBOS,32,32,30,28,2021-06-28 10:30:17.294466
2709,MLL,33,33,31,27,2021-06-28 10:30:17.294466
2710,Plop,32,32,30,27,2021-06-28 10:30:17.294466
2711,Smoothwall,35,26,24,21,2021-06-28 10:30:17.294466
2712,BlueOnyx,30,29,28,26,2021-06-28 10:30:17.294466
2713,Grml,33,29,27,24,2021-06-28 10:30:17.294466
2714,ForLEx,29,29,28,26,2021-06-28 10:30:17.294466
2715,Sophos,31,31,29,25,2021-06-28 10:30:17.294466
2716,Baltix,19,28,26,25,2021-06-28 10:30:17.294466
2717,Thinstation,30,30,29,25,2021-06-28 10:30:17.294466
2718,Canaima,25,27,26,25,2021-06-28 10:30:17.294466
2719,FreedomBox,29,29,27,25,2021-06-28 10:30:17.294466
2720,LliureX,30,30,28,25,2021-06-28 10:30:17.294466
2721,Recalbox,30,29,28,25,2021-06-28 10:30:17.294466
2722,Refracta,30,29,28,25,2021-06-28 10:30:17.294466
2723,Rocks Cluster,30,29,28,23,2021-06-28 10:30:17.294466
2724,Elastix,29,29,27,22,2021-06-28 10:30:17.294466
2725,Baruwa,26,26,26,24,2021-06-28 10:30:17.294466
2726,Super Grub2,29,28,27,24,2021-06-28 10:30:17.294466
2727,HamoniKR,28,27,26,24,2021-06-28 10:30:17.294466
2728,Hanthana,28,27,26,24,2021-06-28 10:30:17.294466
2729,Uruk,28,27,27,23,2021-06-28 10:30:17.294466
2730,paldo,27,27,27,24,2021-06-28 10:30:17.294466
2731,LinHES,28,27,26,24,2021-06-28 10:30:17.294466
2732,PLD,27,27,26,24,2021-06-28 10:30:17.294466
2733,Greenie,28,27,25,22,2021-06-28 10:30:17.294466
2734,Zevenet,27,27,26,24,2021-06-28 10:30:17.294466
2735,NexentaStor,27,27,26,22,2021-06-28 10:30:17.294466
2736,ToOpPy,27,26,26,23,2021-06-28 10:30:17.294466
2737,YunoHost,27,27,26,23,2021-06-28 10:30:17.294466
2738,Securepoint,26,25,25,23,2021-06-28 10:30:17.294466
2739,TurnKey,27,26,26,23,2021-06-28 10:30:17.294466
2740,OLPC,26,26,25,22,2021-06-28 10:30:17.294466
2741,FreePBX,26,25,24,22,2021-06-28 10:30:17.294466
2742,SELKS,26,26,25,22,2021-06-28 10:30:17.294466
2743,RSS,25,25,25,21,2021-06-28 10:30:17.294466
2744,OB2D,24,24,23,21,2021-06-28 10:30:17.294466
2745,Webconverger,25,25,24,20,2021-06-28 10:30:17.294466
2746,Omoikane,24,24,23,21,2021-06-28 10:30:17.294466
2747,RDS,24,24,23,20,2021-06-28 10:30:17.294466
2748,DRBL,23,22,21,19,2021-06-28 10:30:17.294466
2749,MX Linux,3324,3246,3029,2669,2021-06-21 10:30:26.826687
2750,Manjaro,2366,2395,2300,2042,2021-06-21 10:30:26.826687
2751,Mint,2093,2123,1943,1918,2021-06-21 10:30:26.826687
2752,EndeavourOS,1361,1808,2014,1994,2021-06-21 10:30:26.826687
2753,Pop!_OS,1849,1826,1613,1488,2021-06-21 10:30:26.826687
2754,Ubuntu,1355,1338,1307,1058,2021-06-21 10:30:26.826687
2755,Debian,1243,1235,1155,1091,2021-06-21 10:30:26.826687
2756,elementary,1126,1127,1083,1019,2021-06-21 10:30:26.826687
2757,Fedora,986,1009,1096,850,2021-06-21 10:30:26.826687
2758,Garuda,605,853,1015,1009,2021-06-21 10:30:26.826687
2759,openSUSE,840,909,933,955,2021-06-21 10:30:26.826687
2760,Solus,763,689,559,485,2021-06-21 10:30:26.826687
2761,KDE neon,761,742,694,681,2021-06-21 10:30:26.826687
2762,Zorin,688,656,721,578,2021-06-21 10:30:26.826687
2763,deepin,657,644,658,750,2021-06-21 10:30:26.826687
2764,antiX,560,561,597,734,2021-06-21 10:30:26.826687
2765,Arch,627,620,615,552,2021-06-21 10:30:26.826687
2766,Kali,455,445,405,488,2021-06-21 10:30:26.826687
2767,Linuxfx,544,421,307,264,2021-06-21 10:30:26.826687
2768,Puppy,509,533,434,391,2021-06-21 10:30:26.826687
2769,Ubuntu Kylin,530,331,179,116,2021-06-21 10:30:26.826687
2770,Mageia,451,471,382,336,2021-06-21 10:30:26.826687
2771,AlmaLinux,114,228,419,420,2021-06-21 10:30:26.826687
2772,CentOS,475,417,398,482,2021-06-21 10:30:26.826687
2773,FreeBSD,428,453,418,301,2021-06-21 10:30:26.826687
2774,Slackware,362,416,409,336,2021-06-21 10:30:26.826687
2775,AV Linux,173,180,219,410,2021-06-21 10:30:26.826687
2776,PCLinuxOS,449,441,334,325,2021-06-21 10:30:26.826687
2777,Rocky,72,145,291,406,2021-06-21 10:30:26.826687
2778,Lite,399,388,392,277,2021-06-21 10:30:26.826687
2779,NixOS,222,215,240,387,2021-06-21 10:30:26.826687
2780,ArcoLinux,433,400,369,299,2021-06-21 10:30:26.826687
2781,Gecko,284,288,296,380,2021-06-21 10:30:26.826687
2782,ALT,178,180,210,366,2021-06-21 10:30:26.826687
2783,RebornOS,217,296,348,349,2021-06-21 10:30:26.826687
2784,Mabox,116,231,258,359,2021-06-21 10:30:26.826687
2785,Alpine,310,377,327,280,2021-06-21 10:30:26.826687
2786,Lubuntu,340,336,346,253,2021-06-21 10:30:26.826687
2787,Lakka,81,100,148,358,2021-06-21 10:30:26.826687
2788,Q4OS,361,372,313,327,2021-06-21 10:30:26.826687
2789,SparkyLinux,349,315,265,211,2021-06-21 10:30:26.826687
2790,Kubuntu,302,312,329,247,2021-06-21 10:30:26.826687
2791,VzLinux,28,56,114,346,2021-06-21 10:30:26.826687
2792,EasyOS,329,264,295,268,2021-06-21 10:30:26.826687
2793,Tails,324,317,307,251,2021-06-21 10:30:26.826687
2794,JingOS,71,142,282,334,2021-06-21 10:30:26.826687
2795,Peppermint,313,291,264,239,2021-06-21 10:30:26.826687
2796,Devuan,280,309,286,241,2021-06-21 10:30:26.826687
2797,Void,281,307,278,249,2021-06-21 10:30:26.826687
2798,Redcore,103,155,144,321,2021-06-21 10:30:26.826687
2799,Xubuntu,293,291,286,197,2021-06-21 10:30:26.826687
2800,Bodhi,216,238,290,217,2021-06-21 10:30:26.826687
2801,Bluestar,274,269,247,258,2021-06-21 10:30:26.826687
2802,OSGeoLive,45,65,106,274,2021-06-21 10:30:26.826687
2803,Parrot,270,256,269,187,2021-06-21 10:30:26.826687
2804,Artix,249,267,267,223,2021-06-21 10:30:26.826687
2805,OpenMandriva,174,206,162,271,2021-06-21 10:30:26.826687
2806,Ubuntu MATE,243,231,227,157,2021-06-21 10:30:26.826687
2807,GhostBSD,242,253,227,144,2021-06-21 10:30:26.826687
2808,PureOS,237,244,240,250,2021-06-21 10:30:26.826687
2809,KaOS,235,221,211,109,2021-06-21 10:30:26.826687
2810,Gentoo,234,231,215,193,2021-06-21 10:30:26.826687
2811,MakuluLinux,162,190,181,250,2021-06-21 10:30:26.826687
2812,Endless,225,175,126,101,2021-06-21 10:30:26.826687
2813,Android-x86,221,215,183,165,2021-06-21 10:30:26.826687
2814,4MLinux,206,215,195,157,2021-06-21 10:30:26.826687
2815,Nitrux,199,200,224,209,2021-06-21 10:30:26.826687
2816,ReactOS,212,189,174,159,2021-06-21 10:30:26.826687
2817,Oracle,148,148,155,229,2021-06-21 10:30:26.826687
2818,Septor,171,212,162,207,2021-06-21 10:30:26.826687
2819,Ultimate,197,184,155,110,2021-06-21 10:30:26.826687
2820,NomadBSD,183,210,183,122,2021-06-21 10:30:26.826687
2821,Voyager,196,180,159,104,2021-06-21 10:30:26.826687
2822,DragonFly,158,173,209,119,2021-06-21 10:30:26.826687
2823,Kodachi,195,202,183,126,2021-06-21 10:30:26.826687
2824,Qubes,180,203,139,129,2021-06-21 10:30:26.826687
2825,Red Hat,192,194,204,191,2021-06-21 10:30:26.826687
2826,RasPiOS,185,185,185,202,2021-06-21 10:30:26.826687
2827,Feren,191,181,161,139,2021-06-21 10:30:26.826687
2828,Archman,189,142,116,94,2021-06-21 10:30:26.826687
2829,KNOPPIX,188,199,164,147,2021-06-21 10:30:26.826687
2830,Absolute,185,181,168,195,2021-06-21 10:30:26.826687
2831,Rescuezilla,91,77,89,194,2021-06-21 10:30:26.826687
2832,Ubuntu Studio,162,167,175,107,2021-06-21 10:30:26.826687
2833,Tiny Core,166,182,137,124,2021-06-21 10:30:26.826687
2834,BunsenLabs,177,137,121,113,2021-06-21 10:30:26.826687
2835,Snal,96,124,170,99,2021-06-21 10:30:26.826687
2836,T2,88,103,170,91,2021-06-21 10:30:26.826687
2837,Netrunner,156,181,115,106,2021-06-21 10:30:26.826687
2838,openmamba,53,53,73,157,2021-06-21 10:30:26.826687
2839,OviOS,52,48,68,150,2021-06-21 10:30:26.826687
2840,ClearOS,166,157,141,133,2021-06-21 10:30:26.826687
2841,OpenBSD,158,155,163,115,2021-06-21 10:30:26.826687
2842,SME Server,47,67,95,149,2021-06-21 10:30:26.826687
2843,EuroLinux,73,59,75,148,2021-06-21 10:30:26.826687
2844,LXLE,163,160,149,135,2021-06-21 10:30:26.826687
2845,Emmabuntüs,159,167,109,94,2021-06-21 10:30:26.826687
2846,PakOS,30,54,65,140,2021-06-21 10:30:26.826687
2847,Calculate,110,112,158,70,2021-06-21 10:30:26.826687
2848,Elive,149,163,147,132,2021-06-21 10:30:26.826687
2849,Ubuntu DP,158,136,116,108,2021-06-21 10:30:26.826687
2850,ArchBang,156,131,113,113,2021-06-21 10:30:26.826687
2851,Salient,43,85,141,132,2021-06-21 10:30:26.826687
2852,OpenIndiana,90,98,148,39,2021-06-21 10:30:26.826687
2853,FuguIta,69,78,114,131,2021-06-21 10:30:26.826687
2854,Trisquel,155,130,125,125,2021-06-21 10:30:26.826687
2855,Venom,53,106,134,130,2021-06-21 10:30:26.826687
2856,Ubuntu Budgie,155,145,147,104,2021-06-21 10:30:26.826687
2857,Haiku,151,142,131,123,2021-06-21 10:30:26.826687
2858,Sabayon,134,131,125,124,2021-06-21 10:30:26.826687
2859,BlackArch,137,123,114,100,2021-06-21 10:30:26.826687
2860,SystemRescue,125,134,137,85,2021-06-21 10:30:26.826687
2861,SteamOS,133,131,122,115,2021-06-21 10:30:26.826687
2862,Clear,131,131,118,112,2021-06-21 10:30:26.826687
2863,ExTiX,125,135,115,77,2021-06-21 10:30:26.826687
2864,SmartOS,131,131,125,116,2021-06-21 10:30:26.826687
2865,CloudReady,118,127,131,86,2021-06-21 10:30:26.826687
2866,Clonezilla,78,77,72,117,2021-06-21 10:30:26.826687
2867,ROSA,130,131,117,111,2021-06-21 10:30:26.826687
2868,Enso,126,82,53,34,2021-06-21 10:30:26.826687
2869,Robolinux,124,93,89,81,2021-06-21 10:30:26.826687
2870,Redo,122,70,49,31,2021-06-21 10:30:26.826687
2871,NST,36,41,55,111,2021-06-21 10:30:26.826687
2872,Proxmox,71,79,118,35,2021-06-21 10:30:26.826687
2873,UBports,112,115,115,78,2021-06-21 10:30:26.826687
2874,GParted,109,115,97,46,2021-06-21 10:30:26.826687
2875,Volumio,108,92,60,27,2021-06-21 10:30:26.826687
2876,Univention,89,80,116,102,2021-06-21 10:30:26.826687
2877,ArchLabs,105,81,79,51,2021-06-21 10:30:26.826687
2878,Parted Magic,101,107,65,49,2021-06-21 10:30:26.826687
2879,Zenwalk,97,62,51,45,2021-06-21 10:30:26.826687
2880,MidnightBSD,96,71,46,39,2021-06-21 10:30:26.826687
2881,siduction,57,100,60,52,2021-06-21 10:30:26.826687
2882,Porteus,96,74,69,60,2021-06-21 10:30:26.826687
2883,Guix System,87,84,114,51,2021-06-21 10:30:26.826687
2884,Live Raizo,82,93,70,72,2021-06-21 10:30:26.826687
2885,Obarun,93,56,47,43,2021-06-21 10:30:26.826687
2886,Slackel,91,81,42,38,2021-06-21 10:30:26.826687
2887,LibreELEC,74,85,81,64,2021-06-21 10:30:26.826687
2888,CRUX,89,69,70,45,2021-06-21 10:30:26.826687
2889,NuTyX,88,65,38,35,2021-06-21 10:30:26.826687
2890,NetBSD,70,71,86,68,2021-06-21 10:30:26.826687
2891,Pisi,47,59,83,34,2021-06-21 10:30:26.826687
2892,IPFire,82,69,57,34,2021-06-21 10:30:26.826687
2893,Kwort,60,79,28,24,2021-06-21 10:30:26.826687
2894,Star,54,63,83,38,2021-06-21 10:30:26.826687
2895,SUSE,75,67,66,70,2021-06-21 10:30:26.826687
2896,Debian Edu,74,68,70,69,2021-06-21 10:30:26.826687
2897,Plamo,43,55,79,31,2021-06-21 10:30:26.826687
2898,OpenMediaVault,55,51,51,69,2021-06-21 10:30:26.826687
2899,Finnix,77,76,35,34,2021-06-21 10:30:26.826687
2900,Regata,20,40,79,37,2021-06-21 10:30:26.826687
2901,Neptune,77,48,45,44,2021-06-21 10:30:26.826687
2902,Shark,30,39,77,30,2021-06-21 10:30:26.826687
2903,LFS,76,69,46,40,2021-06-21 10:30:26.826687
2904,Anarchy,71,68,65,62,2021-06-21 10:30:26.826687
2905,Swift,67,54,75,26,2021-06-21 10:30:26.826687
2906,SliTaz,73,71,65,60,2021-06-21 10:30:26.826687
2907,AcademiX,48,56,72,36,2021-06-21 10:30:26.826687
2908,Parabola,63,62,61,57,2021-06-21 10:30:26.826687
2909,Funtoo,60,62,59,56,2021-06-21 10:30:26.826687
2910,Slax,66,66,63,56,2021-06-21 10:30:26.826687
2911,Whonix,73,60,55,49,2021-06-21 10:30:26.826687
2912,KolibriOS,59,61,57,52,2021-06-21 10:30:26.826687
2913,Simplicity,72,35,34,30,2021-06-21 10:30:26.826687
2914,Freespire,41,51,69,28,2021-06-21 10:30:26.826687
2915,BackBox,61,59,54,51,2021-06-21 10:30:26.826687
2916,Porteus Kiosk,49,48,67,26,2021-06-21 10:30:26.826687
2917,SolydXK,67,44,41,38,2021-06-21 10:30:26.826687
2918,OPNsense,61,65,39,32,2021-06-21 10:30:26.826687
2919,Scientific,43,53,49,46,2021-06-21 10:30:26.826687
2920,XigmaNAS,50,64,40,33,2021-06-21 10:30:26.826687
2921,CAELinux,65,37,33,29,2021-06-21 10:30:26.826687
2922,Pardus,65,59,41,38,2021-06-21 10:30:26.826687
2923,Linspire,49,62,35,32,2021-06-21 10:30:26.826687
2924,LinuxConsole,47,48,45,42,2021-06-21 10:30:26.826687
2925,Hyperbola,47,46,45,41,2021-06-21 10:30:26.826687
2926,TrueNAS,51,55,47,41,2021-06-21 10:30:26.826687
2927,Trident,61,41,38,34,2021-06-21 10:30:26.826687
2928,pfSense,53,62,42,35,2021-06-21 10:30:26.826687
2929,3CX,47,47,44,40,2021-06-21 10:30:26.826687
2930,BEE free,60,36,34,32,2021-06-21 10:30:26.826687
2931,EasyNAS,45,49,56,34,2021-06-21 10:30:26.826687
2932,Solaris,48,48,46,39,2021-06-21 10:30:26.826687
2933,RISC,59,38,36,32,2021-06-21 10:30:26.826687
2934,Vine,38,41,45,39,2021-06-21 10:30:26.826687
2935,Arya,58,40,38,34,2021-06-21 10:30:26.826687
2936,ArchStrike,44,44,41,38,2021-06-21 10:30:26.826687
2937,GoboLinux,58,37,34,31,2021-06-21 10:30:26.826687
2938,Zentyal,46,59,33,30,2021-06-21 10:30:26.826687
2939,Runtu,57,40,37,32,2021-06-21 10:30:26.826687
2940,Diamond,29,58,30,27,2021-06-21 10:30:26.826687
2941,Pinguy,45,45,42,38,2021-06-21 10:30:26.826687
2942,Bicom,39,38,49,24,2021-06-21 10:30:26.826687
2943,APODIO,53,41,38,33,2021-06-21 10:30:26.826687
2944,Pearl,39,40,39,37,2021-06-21 10:30:26.826687
2945,PrimTux,53,44,26,23,2021-06-21 10:30:26.826687
2946,Bedrock,42,42,41,36,2021-06-21 10:30:26.826687
2947,CAINE,41,41,39,36,2021-06-21 10:30:26.826687
2948,TENS,42,43,43,36,2021-06-21 10:30:26.826687
2949,BigLinux,40,39,37,35,2021-06-21 10:30:26.826687
2950,batocera,51,48,40,34,2021-06-21 10:30:26.826687
2951,OSMC,46,50,27,24,2021-06-21 10:30:26.826687
2952,Exe,48,39,37,32,2021-06-21 10:30:26.826687
2953,KANOTIX,41,40,39,34,2021-06-21 10:30:26.826687
2954,tuxtrans,35,46,23,20,2021-06-21 10:30:26.826687
2955,Ufficio Zero,37,37,36,34,2021-06-21 10:30:26.826687
2956,blackPanther,41,39,36,34,2021-06-21 10:30:26.826687
2957,BSDRP,45,31,29,27,2021-06-21 10:30:26.826687
2958,ClonOS,39,40,38,33,2021-06-21 10:30:26.826687
2959,Springdale,38,43,33,31,2021-06-21 10:30:26.826687
2960,HardenedBSD,39,39,37,33,2021-06-21 10:30:26.826687
2961,Wifislax,43,42,39,33,2021-06-21 10:30:26.826687
2962,RebeccaBlackOS,34,34,33,33,2021-06-21 10:30:26.826687
2963,Daphile,35,36,34,32,2021-06-21 10:30:26.826687
2964,Dragora,36,37,36,32,2021-06-21 10:30:26.826687
2965,Grml,42,29,28,25,2021-06-21 10:30:26.826687
2966,Exherbo,38,37,37,32,2021-06-21 10:30:26.826687
2967,NethServer,42,29,28,22,2021-06-21 10:30:26.826687
2968,Photon,33,34,34,32,2021-06-21 10:30:26.826687
2969,SuperGamer,40,35,34,32,2021-06-21 10:30:26.826687
2970,SuperX,36,35,34,32,2021-06-21 10:30:26.826687
2971,Endian,40,31,29,27,2021-06-21 10:30:26.826687
2972,Fatdog64,38,38,35,30,2021-06-21 10:30:26.826687
2973,Omarine,40,26,26,25,2021-06-21 10:30:26.826687
2974,Pentoo,36,36,34,31,2021-06-21 10:30:26.826687
2975,VyOS,36,37,35,31,2021-06-21 10:30:26.826687
2976,DietPi,39,36,33,29,2021-06-21 10:30:26.826687
2977,BOSS,35,34,33,30,2021-06-21 10:30:26.826687
2978,Karoshi,39,27,26,24,2021-06-21 10:30:26.826687
2979,Berry,34,34,32,30,2021-06-21 10:30:26.826687
2980,RancherOS,39,36,34,30,2021-06-21 10:30:26.826687
2981,Untangle,39,29,27,25,2021-06-21 10:30:26.826687
2982,Rescatux,33,33,32,30,2021-06-21 10:30:26.826687
2983,REMnux,38,26,25,24,2021-06-21 10:30:26.826687
2984,Asianux,32,32,31,29,2021-06-21 10:30:26.826687
2985,LuninuX,33,33,32,29,2021-06-21 10:30:26.826687
2986,Plop,32,32,31,29,2021-06-21 10:30:26.826687
2987,UBOS,32,32,31,29,2021-06-21 10:30:26.826687
2988,MLL,34,33,31,28,2021-06-21 10:30:26.826687
2989,Source Mage,31,31,31,28,2021-06-21 10:30:26.826687
2990,Smoothwall,35,26,24,21,2021-06-21 10:30:26.826687
2991,Thinstation,30,31,30,27,2021-06-21 10:30:26.826687
2992,Sophos,31,31,30,26,2021-06-21 10:30:26.826687
2993,BlueOnyx,30,30,28,26,2021-06-21 10:30:26.826687
2994,FreedomBox,29,29,28,26,2021-06-21 10:30:26.826687
2995,Recalbox,30,30,28,26,2021-06-21 10:30:26.826687
2996,Refracta,30,30,29,26,2021-06-21 10:30:26.826687
2997,Elastix,30,29,28,24,2021-06-21 10:30:26.826687
2998,ForLEx,29,29,28,25,2021-06-21 10:30:26.826687
2999,Baltix,18,29,27,25,2021-06-21 10:30:26.826687
3000,LliureX,30,30,28,25,2021-06-21 10:30:26.826687
3001,Super Grub2,29,28,27,25,2021-06-21 10:30:26.826687
3002,Rocks Cluster,30,29,28,24,2021-06-21 10:30:26.826687
3003,paldo,27,27,27,25,2021-06-21 10:30:26.826687
3004,Baruwa,26,27,27,24,2021-06-21 10:30:26.826687
3005,NexentaStor,27,27,27,22,2021-06-21 10:30:26.826687
3006,Canaima,25,27,26,24,2021-06-21 10:30:26.826687
3007,HamoniKR,27,27,26,24,2021-06-21 10:30:26.826687
3008,LinHES,28,28,26,23,2021-06-21 10:30:26.826687
3009,Hanthana,28,27,26,24,2021-06-21 10:30:26.826687
3010,Uruk,28,27,27,23,2021-06-21 10:30:26.826687
3011,Greenie,28,27,25,23,2021-06-21 10:30:26.826687
3012,YunoHost,27,27,26,24,2021-06-21 10:30:26.826687
3013,FreePBX,26,26,25,23,2021-06-21 10:30:26.826687
3014,PLD,27,27,26,23,2021-06-21 10:30:26.826687
3015,OLPC,26,27,25,23,2021-06-21 10:30:26.826687
3016,ToOpPy,27,26,26,23,2021-06-21 10:30:26.826687
3017,TurnKey,27,27,26,23,2021-06-21 10:30:26.826687
3018,SELKS,26,26,26,23,2021-06-21 10:30:26.826687
3019,Zevenet,27,27,26,23,2021-06-21 10:30:26.826687
3020,Securepoint,26,26,25,23,2021-06-21 10:30:26.826687
3021,RSS,25,25,25,20,2021-06-21 10:30:26.826687
3022,Omoikane,24,24,23,22,2021-06-21 10:30:26.826687
3023,Webconverger,25,25,25,21,2021-06-21 10:30:26.826687
3024,OB2D,24,24,23,21,2021-06-21 10:30:26.826687
3025,RDS,24,24,24,21,2021-06-21 10:30:26.826687
3026,DRBL,23,23,22,20,2021-06-21 10:30:26.826687
3027,MX Linux,3340,3269,3096,2699,2021-06-14 10:30:56.708007
3028,Manjaro,2371,2399,2340,1981,2021-06-14 10:30:56.708007
3029,EndeavourOS,1334,1783,2006,2045,2021-06-14 10:30:56.708007
3030,Mint,2103,2135,1912,1754,2021-06-14 10:30:56.708007
3031,Pop!_OS,1842,1852,1646,1502,2021-06-14 10:30:56.708007
3032,Ubuntu,1362,1347,1326,1069,2021-06-14 10:30:56.708007
3033,Debian,1242,1238,1146,1040,2021-06-14 10:30:56.708007
3034,elementary,1123,1114,1071,911,2021-06-14 10:30:56.708007
3035,Fedora,990,1013,1104,876,2021-06-14 10:30:56.708007
3036,Garuda,585,836,1004,1027,2021-06-14 10:30:56.708007
3037,openSUSE,840,926,949,992,2021-06-14 10:30:56.708007
3038,Solus,779,698,578,495,2021-06-14 10:30:56.708007
3039,KDE neon,769,744,697,661,2021-06-14 10:30:56.708007
3040,Zorin,693,657,722,599,2021-06-14 10:30:56.708007
3041,antiX,562,559,590,707,2021-06-14 10:30:56.708007
3042,deepin,652,626,622,674,2021-06-14 10:30:56.708007
3043,Arch,631,625,623,570,2021-06-14 10:30:56.708007
3044,Gecko,279,303,286,547,2021-06-14 10:30:56.708007
3045,Linuxfx,544,437,321,278,2021-06-14 10:30:56.708007
3046,Puppy,511,536,453,407,2021-06-14 10:30:56.708007
3047,Ubuntu Kylin,535,356,194,127,2021-06-14 10:30:56.708007
3048,Mageia,450,497,392,346,2021-06-14 10:30:56.708007
3049,FreeBSD,436,455,440,310,2021-06-14 10:30:56.708007
